pwsid,supply_name,lead_lines,gpcl_lines,non_lead_lines,unknown_lines,total_lines,calc_total,inventory_status,total_mismatch
MI0040210   ,PINE VIEW MOBILE HOME PARK,0.0,0.0,21.0,0.0,21.0,21.0,complete,False
MI0040212   ,NORTHERN PINES,,,,,,0.0,incomplete,False
MI0040216   ,MAPLE LEAF VILLAGE,0.0,0.0,21.0,0.0,21.0,21.0,complete,False
MI0040217   ,MAPLEVIEW ESTATES,0.0,0.0,37.0,0.0,37.0,37.0,complete,False
MI0040218   ,BROOMFIELD VALLEY,0.0,,27.0,100.0,127.0,127.0,incomplete,False
MI0040219   ,MAPLEVIEW ESTATES EAST,0.0,0.0,99.0,0.0,99.0,99.0,complete,False
MI0040220   ,COUNTRY PLACE,0.0,0.0,66.0,0.0,66.0,66.0,complete,False
MI0040222   ,OAKVIEW MOBILE ESTATES,,,48.0,,48.0,48.0,incomplete,False
MI0040223   ,ARBOR VILLAGE,0.0,0.0,268.0,,268.0,268.0,incomplete,False
MI0040225   ,COACHMANS COVE,0.0,0.0,250.0,0.0,250.0,250.0,complete,False
MI0040226   ,MICHIGAN AVENUE ESTATES,,,,,,0.0,incomplete,False
MI0040227   ,LILLY BANK LANE,0.0,0.0,21.0,0.0,21.0,21.0,complete,False
MI0040230   ,SPRING VALLEY ESTATES,0.0,0.0,61.0,33.0,94.0,94.0,complete,False
MI0040231   ,HILLANLAKE VILLAGE,,,,,151.0,0.0,incomplete,False
MI0040233   ,INDIAN VILLAGE,0.0,0.0,300.0,0.0,300.0,300.0,complete,False
MI0040240   ,MY PLACE AT PLEASANT LAKE,,,,,,0.0,incomplete,False
MI0040241   ,MY PLACE AT CATTAIL ESTATES,,,,,,0.0,incomplete,False
MI0040242   ,SHERMAN OAKS,0.0,0.0,366.0,0.0,366.0,366.0,complete,False
MI0040246   ,ANDREWS ESTATES,,,70.0,,70.0,70.0,incomplete,False
MI0040247   ,MORROW CROSSING MHC,0.0,0.0,60.0,0.0,60.0,60.0,complete,False
MI0040248   ,CLIMAX MOBILE HOME PARK,0.0,0.0,75.0,0.0,75.0,75.0,complete,False
MI0040250   ,EVERGREEN PARK,0.0,0.0,76.0,0.0,76.0,76.0,complete,False
MI0040253   ,PORTAGE TERRACE,0.0,0.0,82.0,,82.0,82.0,incomplete,False
MI0040255   ,ROYAL ESTATES,0.0,0.0,183.0,0.0,183.0,183.0,complete,False
MI0040256   ,SUGARLOAF MOBILE HOME PARK,,,58.0,,,58.0,incomplete,False
MI0040259   ,ALGOMA ESTATES,0.0,0.0,343.0,0.0,343.0,343.0,complete,False
MI0040264   ,KENT CITY MOBILE HOME PARK,,,75.0,,75.0,75.0,incomplete,False
MI0040266   ,OAKFIELD MOBILE HOME PARK,0.0,0.0,22.0,0.0,22.0,22.0,complete,False
MI0040273   ,GREEN ACRES MOBILE HOME PARK,0.0,0.0,54.0,0.0,54.0,54.0,complete,False
MI0040276   ,KEY HEIGHTS MOBILE VILLAGE,,,286.0,,286.0,286.0,incomplete,False
MI0040277   ,LA-E-MA MOBILE HOME PARK,0.0,0.0,31.0,0.0,31.0,31.0,complete,False
MI0040279   ,LEISURE VILLAGE,0.0,0.0,259.0,0.0,259.0,259.0,complete,False
MI0040284   ,PARKWOOD GREEN,,,,,,0.0,incomplete,False
MI0040288   ,RIVERVIEW MOBILE VILLAGE,0.0,0.0,142.0,0.0,142.0,142.0,complete,False
MI0040292   ,LAKESIDE MOBILE HOME COMMUNITY,0.0,0.0,40.0,0.0,40.0,40.0,complete,False
MI0040293   ,WELLERS TRAILER PARK,,,21.0,,21.0,21.0,incomplete,False
MI0040294   ,WHITE CREEK COUNTRY ESTATES,0.0,0.0,177.0,0.0,177.0,177.0,complete,False
MI0040296   ,WOODLAND ESTATES,0.0,0.0,107.0,0.0,107.0,107.0,complete,False
MI0040299   ,IDEAL VILLA MANUFACTURED HOME COMMUNITY,0.0,0.0,167.0,0.0,167.0,167.0,complete,False
MI0040302   ,FIRST POINT MOBILE COURT,0.0,0.0,53.0,0.0,53.0,53.0,complete,False
MI0040305   ,CLINTON ESTATES,0.0,0.0,29.0,0.0,29.0,29.0,complete,False
MI0040306   ,COUNTRY VILLA ESTATES,0.0,0.0,15.0,58.0,73.0,73.0,complete,False
MI0040307   ,ROUND LAKE ESTATES,0.0,0.0,108.0,0.0,108.0,108.0,complete,False
MI0040308   ,LEE VILLA MOBILE HOME PARK,0.0,0.0,113.0,0.0,113.0,113.0,complete,False
MI0040310   ,PARK VIEW COURT,0.0,0.0,25.0,0.0,25.0,25.0,complete,False
MI0040311   ,LEFFINGWELL ESTATES,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0040313   ,SUNSET MHP,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040314   ,SYLVAN GLEN ESTATES,0.0,0.0,476.0,0.0,476.0,476.0,complete,False
MI0040316   ,FAIRLANE ESTATES,0.0,0.0,60.0,0.0,60.0,60.0,complete,False
MI0040317   ,HAMBURG HILLS ESTATES,0.0,0.0,152.0,0.0,152.0,152.0,complete,False
MI0040318   ,FAIRLAWN MEADOWS,0.0,0.0,42.0,,42.0,42.0,incomplete,False
MI0040319   ,ALAN'S PARK - FOWLERVILLE,0.0,0.0,157.0,0.0,157.0,157.0,complete,False
MI0040322   ,SILVER LAKE MOBILE HOME PARK,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0040323   ,STARLIGHT MOBILE HOME PARK,0.0,0.0,48.0,0.0,48.0,48.0,complete,False
MI0040325   ,UNIVERSITY MOBILE ESTATES #2,0.0,0.0,69.0,0.0,69.0,69.0,complete,False
MI0040326   ,WOODLAND PARK AND SALES,,,63.0,,63.0,63.0,incomplete,False
MI0040327   ,SPRINGBROOK ESTATES MHC,,,80.0,,80.0,80.0,incomplete,False
MI0040330   ,WASHINGTON MHP,0.0,0.0,107.0,0.0,107.0,107.0,complete,False
MI0040332   ,MANISTEE FOREST PINES ESTATES,0.0,0.0,75.0,0.0,75.0,75.0,complete,False
MI0040333   ,HERITAGE HILLS MOBILE HOME VILLAGE,0.0,0.0,30.0,0.0,30.0,30.0,complete,False
MI0040335   ,HOLIDAY VILLAGE MOBILE HOME PARK,,,74.0,,74.0,74.0,incomplete,False
MI0040337   ,TAMARAC VILLAGE,0.0,0.0,328.0,0.0,328.0,328.0,complete,False
MI0040339   ,CIRCLE DRIVE MOBILE HOME PARK,,50.0,,,50.0,50.0,incomplete,False
MI0040340   ,PARKS PLACE ESTATES,,,29.0,,29.0,29.0,incomplete,False
MI0040342   ,HUNTERS CREEK ESTATES,,50.0,,,50.0,50.0,incomplete,False
MI0040343   ,HAVEN VIEW MOBILE COURT,0.0,,82.0,,82.0,82.0,incomplete,False
MI0040344   ,HOLIDAY TERRACE,0.0,0.0,38.0,0.0,38.0,38.0,complete,False
MI0040345   ,RUMBAUGH ESTATES LLC,0.0,0.0,51.0,7.0,58.0,58.0,complete,False
MI0040351   ,SHERIDAN ESTATES,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0040352   ,GREENBRIER ESTATES,0.0,0.0,57.0,0.0,57.0,57.0,complete,False
MI0040355   ,APPLE CARR VILLAGE,0.0,0.0,719.0,0.0,719.0,719.0,complete,False
MI0040356   ,ARLINGTON WOODS,0.0,0.0,660.0,0.0,660.0,660.0,complete,False
MI0040357   ,CRYSTAL DOWNS MOBILE VILLAGE,0.0,0.0,104.0,0.0,104.0,104.0,complete,False
MI0040359   ,EDGEWOOD MOBILE HOME PARK,0.0,0.0,46.0,0.0,46.0,46.0,complete,False
MI0040361   ,MAPLE ISLAND ESTATES,0.0,0.0,90.0,0.0,90.0,90.0,complete,False
MI0040363   ,TIMBERLINE ESTATES,0.0,0.0,267.0,0.0,267.0,267.0,complete,False
MI0040368   ,LAKE FOREST PARK,,74.0,,,74.0,74.0,incomplete,False
MI0040369   ,HARDY PARK,,56.0,,,56.0,56.0,incomplete,False
MI0040370   ,HESS LAKE RV AND MOBILE HOME PARK,,,,,,0.0,incomplete,False
MI0040375   ,CEDARBROOK ESTATES,0.0,0.0,693.0,0.0,693.0,693.0,complete,False
MI0040376   ,CHILDS LAKE ESTATES MHC,0.0,0.0,619.0,0.0,619.0,619.0,complete,False
MI0040377   ,CLARKSTON LAKE ESTATES,0.0,0.0,498.0,0.0,498.0,498.0,complete,False
MI0040379   ,COLLEGE HEIGHTS MOBILE HOME PARK,0.0,0.0,343.0,0.0,343.0,343.0,complete,False
MI0040382   ,CRANBERRY LAKE MHC,0.0,0.0,326.0,0.0,326.0,326.0,complete,False
MI0040384   ,GROVELAND MANOR,0.0,0.0,186.0,0.0,186.0,186.0,complete,False
MI0040386   ,HIDDEN LAKE ESTATES,0.0,0.0,269.0,0.0,269.0,269.0,complete,False
MI0040387   ,HIGHLAND GREENS ESTATES,0.0,0.0,879.0,0.0,879.0,879.0,complete,False
MI0040388   ,HIGHLAND HILLS OF HIGHLAND MHC,0.0,0.0,306.0,0.0,306.0,306.0,complete,False
MI0040391   ,OAK HILL ESTATES MHC,0.0,0.0,468.0,0.0,468.0,468.0,complete,False
MI0040397   ,SPRINGROVE MHC,0.0,0.0,424.0,0.0,424.0,424.0,complete,False
MI0040399   ,ORION LAKE ESTATES MHC,,,92.0,,92.0,92.0,incomplete,False
MI0040404   ,WOODLANDS MHC,0.0,0.0,374.0,0.0,374.0,374.0,complete,False
MI0040405   ,GREENLAWN MOBILE HOME COURT,,,,,,0.0,incomplete,False
MI0040406   ,HYLANDER VALLEY,0.0,0.0,63.0,0.0,63.0,63.0,complete,False
MI0040410   ,TWIN PINES MOBILE HOME PARK,0.0,0.0,36.0,0.0,36.0,36.0,complete,False
MI0040414   ,NOTTINGHAM FOREST MHP,0.0,0.0,74.0,0.0,74.0,74.0,complete,False
MI0040416   ,SUNSET ESTATES GAYLORD,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0040417   ,CROCKERY MOBILE HOME PARK,0.0,0.0,165.0,0.0,165.0,165.0,complete,False
MI0040418   ,COUNTRY VILLAGE,0.0,0.0,32.0,0.0,32.0,32.0,complete,False
MI0040419   ,GRAND COUNTRY,0.0,0.0,52.0,0.0,52.0,52.0,complete,False
MI0040425   ,CRICKLEWOOD COURT,0.0,0.0,63.0,0.0,63.0,63.0,complete,False
MI0040426   ,TALLMADGE MEADOWS,0.0,0.0,109.0,0.0,109.0,109.0,complete,False
MI0040431   ,LAKEVIEW TRAILER PARK,0.0,0.0,27.0,0.0,27.0,27.0,complete,False
MI0040432   ,NORTH SHORE TRAILER PARK,0.0,0.0,32.0,0.0,32.0,32.0,complete,False
MI0040435   ,WHISPERING OAKS MHP,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0040438   ,FREELAND MOBILE HOME PARK,0.0,0.0,120.0,0.0,120.0,120.0,complete,False
MI0040441   ,PARKWOOD,,62.0,49.0,,111.0,111.0,incomplete,False
MI0040443   ,STODDARD MOBILE HOME COURT,0.0,0.0,125.0,0.0,125.0,125.0,complete,False
MI0040446   ,PINE TERRACE ESTATES,0.0,0.0,59.0,0.0,,59.0,incomplete,False
MI0040447   ,SANDPIPER ESTATES,0.0,0.0,93.0,0.0,93.0,93.0,complete,False
MI0040448   ,HURON BAY RESORT,0.0,0.0,66.0,,66.0,66.0,incomplete,False
MI0040449   ,SUNSET MOBILE HOME PARK,0.0,0.0,105.0,0.0,105.0,105.0,complete,False
MI0040450   ,COUNTRYSIDE VILLAGE,0.0,0.0,360.0,0.0,360.0,360.0,complete,False
MI0040451   ,LAKEVIEW ESTATES,0.0,0.0,137.0,0.0,137.0,137.0,complete,False
MI0040452   ,MOON LAKE ESTATES,,,102.0,,,102.0,incomplete,False
MI0040453   ,NORTHWOODS COMMUNITY,0.0,0.0,97.0,0.0,97.0,97.0,complete,False
MI0040454   ,EVERGREEN PLEASANT VALLEY TRAILER PARK,,,61.0,,,61.0,incomplete,False
MI0040455   ,WOODS AND FIELDS COMMUNITIES WEST,0.0,0.0,72.0,0.0,72.0,72.0,complete,False
MI0040456   ,QUIET COVE TRAILER PARK,0.0,0.0,44.0,0.0,,44.0,incomplete,False
MI0040457   ,COUNTRY MANOR,0.0,0.0,45.0,0.0,45.0,45.0,complete,False
MI0040458   ,ALAN'S PARK - DURAND,0.0,0.0,157.0,0.0,157.0,157.0,complete,False
MI0040464   ,PINEWOOD ON THE LAKE MHP,0.0,0.0,359.0,0.0,359.0,359.0,complete,False
MI0040466   ,SUNRISE MHP,0.0,0.0,48.0,0.0,48.0,48.0,complete,False
MI0040469   ,HICKORY LANE MOBILE HOME PARK,0.0,0.0,32.0,0.0,32.0,32.0,complete,False
MI0040470   ,MEMORY LANE MOBILE HOME PARK,,,200.0,,200.0,200.0,incomplete,False
MI0040471   ,KLINES RESORT,0.0,0.0,265.0,0.0,265.0,265.0,complete,False
MI0040472   ,MICHIANA MOBILE HOME PARK,,,,,,0.0,incomplete,False
MI0040474   ,SWEET LAKE MOBILE HOME PARK,0.0,0.0,53.0,0.0,53.0,53.0,complete,False
MI0040476   ,GOLDEN POND ESTATES,,,40.0,,40.0,40.0,incomplete,False
MI0040477   ,WASHBURN LAKE VILLAGE MHP,0.0,0.0,44.0,0.0,44.0,44.0,complete,False
MI0040480   ,WOOD VALLEY,0.0,0.0,140.0,0.0,140.0,140.0,complete,False
MI0040481   ,PINE CREST MOBILE HOME PARK,0.0,0.0,75.0,0.0,75.0,75.0,complete,False
MI0040482   ,CARO RIVERVIEW MHP LLC,0.0,0.0,98.0,0.0,98.0,98.0,complete,False
MI0040484   ,EVERGREEN ESTATES,0.0,0.0,78.0,0.0,78.0,78.0,complete,False
MI0040488   ,COUNTRY HOLIDAY ESTATES,,,46.0,,46.0,46.0,incomplete,False
MI0040490   ,PROSPECT MANOR MHC,0.0,0.0,52.0,0.0,52.0,52.0,complete,False
MI0040491   ,PORT OF CALL - WEST,,,61.0,,61.0,61.0,incomplete,False
MI0040494   ,PHELPS MOBILE HOME VILLA,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0040495   ,RUSH LAKE MHP/CAMPGROUND,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0040496   ,SHADY BROOK MOBILE HOME PARK,,,13.0,,13.0,13.0,incomplete,False
MI0040497   ,THREE MILE LAKE TRAILER PARK,,,28.0,,28.0,28.0,incomplete,False
MI0040498   ,VIKING RIVER MOBILE HOME PARK,0.0,0.0,17.0,0.0,17.0,17.0,complete,False
MI0040500   ,WHISPERING PINES ESTATES,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040501   ,WOLF LAKE MOBILE HOME PARK,0.0,0.0,45.0,0.0,45.0,45.0,complete,False
MI0040503   ,ORCHARD GROVE,0.0,0.0,290.0,0.0,290.0,290.0,complete,False
MI0040504   ,PLEASANT LAKE PARK LLC,0.0,0.0,24.0,,24.0,24.0,incomplete,False
MI0040515   ,RIVERSBEND MOBILE HOME PARK,0.0,0.0,51.0,0.0,51.0,51.0,complete,False
MI0040516   ,WHITE BIRCH MOBILE HOME VILLAGE,,,251.0,,251.0,251.0,incomplete,False
MI0040519   ,SILVER CREEK ESTATES MOBILE HOME COURT,,,104.0,,104.0,104.0,incomplete,False
MI0040520   ,HWY M553 MOBILE ESTATES,0.0,23.0,6.0,,29.0,29.0,incomplete,False
MI0040525   ,PINE ACRES MOBILE HOME PARK,0.0,0.0,33.0,0.0,33.0,33.0,complete,False
MI0040554   ,BEAN CREEK RESORT,0.0,0.0,73.0,0.0,73.0,73.0,complete,False
MI0040561   ,WHITE BIRCH ESTATES,0.0,0.0,51.0,0.0,51.0,51.0,complete,False
MI0040563   ,DUMONT CREEK ESTATES,,,75.0,,75.0,75.0,incomplete,False
MI0040566   ,GLENWOOD ESTATES,0.0,0.0,50.0,186.0,236.0,236.0,complete,False
MI0040571   ,MISTY MEADOWS MOBILE HOME PARK,0.0,0.0,27.0,0.0,27.0,27.0,complete,False
MI0040574   ,TIMBER COUNTRY MOBILE HOME PARK,0.0,0.0,35.0,0.0,35.0,35.0,complete,False
MI0040575   ,SASHABAW MEADOWS MHP,,,100.0,,100.0,100.0,incomplete,False
MI0040576   ,WHISPERING PINES,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040577   ,PINE ISLAND LAKE REC PARK,0.0,0.0,30.0,0.0,30.0,30.0,complete,False
MI0040580   ,KAMP VILLA RV PARK,0.0,0.0,42.0,0.0,42.0,42.0,complete,False
MI0040585   ,YANKEE SPRINGS MEADOWS,0.0,0.0,274.0,0.0,274.0,274.0,complete,False
MI0040586   ,LINCOLN PINES,0.0,0.0,162.0,0.0,162.0,162.0,complete,False
MI0040587   ,HESPERIA MHP LLC,0.0,0.0,99.0,0.0,99.0,99.0,complete,False
MI0040591   ,COUNTRY HILL PINES,0.0,0.0,69.0,0.0,69.0,69.0,complete,False
MI0040592   ,SANDHILL ESTATES,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040594   ,NORTHFIELD ESTATES,0.0,0.0,643.0,0.0,643.0,643.0,complete,False
MI0040598   ,COUNTRY VIEW MOBILE HOME COMMUNITY,,,43.0,,43.0,43.0,incomplete,False
MI0040599   ,CADGEWITH FARMS,0.0,0.0,226.0,0.0,226.0,226.0,complete,False
MI0040600   ,EGELCRAFT MOBILE HOME PARK,0.0,0.0,455.0,0.0,455.0,455.0,complete,False
MI0040601   ,PINE RIDGE MOBILE HOME COMMUNITY,,,83.0,,83.0,83.0,incomplete,False
MI0040603   ,"PINE RIDGE COMMUNITY, INC.",0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040606   ,MITCHELL BROTHERS MOBILE HOME PARK,0.0,0.0,61.0,0.0,61.0,61.0,complete,False
MI0040607   ,EAST BAY MOBILE HOME PARK,,,20.0,,20.0,20.0,incomplete,False
MI0040609   ,PINE HAVEN ESTATES MHC,,,,,,0.0,incomplete,False
MI0040612   ,MEADOW LAKE ESTATES MHC,0.0,0.0,416.0,0.0,416.0,416.0,complete,False
MI0040614   ,WEST OLIVE ESTATES,0.0,0.0,743.0,0.0,743.0,743.0,complete,False
MI0040615   ,EAGLES LANDING ESTATES,0.0,0.0,168.0,0.0,168.0,168.0,complete,False
MI0040616   ,NORTH BAY HARBOR CLUB,,,20.0,,20.0,20.0,incomplete,False
MI0040617   ,CANTERBURY ESTATES MHP,0.0,0.0,290.0,0.0,290.0,290.0,complete,False
MI0040619   ,CEDARFIELD MOBILE HOME PARK,0.0,0.0,209.0,0.0,209.0,209.0,complete,False
MI0040620   ,HARTWICK PINES ESTATES,0.0,0.0,49.0,0.0,49.0,49.0,complete,False
MI0040637   ,NESEN'S COUNTRYSIDE ACRES,0.0,0.0,77.0,0.0,77.0,77.0,complete,False
MI0040639   ,WOODS AND FIELDS COMMUNITIES EAST,0.0,0.0,324.0,0.0,324.0,324.0,complete,False
MI0040640   ,THE PINES,0.0,0.0,42.0,0.0,42.0,42.0,complete,False
MI0040643   ,MORRICE MEADOWS,0.0,0.0,103.0,0.0,103.0,103.0,complete,False
MI0040644   ,DEERFIELD PINES MOBILE HOME PARK,0.0,0.0,123.0,0.0,123.0,123.0,complete,False
MI0040647   ,ORCHARD COVE,0.0,0.0,120.0,0.0,120.0,120.0,complete,False
MI0040649   ,COVENTRY WOODS MHC,0.0,0.0,195.0,0.0,195.0,195.0,complete,False
MI0040650   ,WEST PINE ISLAND,0.0,0.0,30.0,0.0,30.0,30.0,complete,False
MI0040653   ,SUNSET SHORES,0.0,0.0,80.0,0.0,80.0,80.0,complete,False
MI0040654   ,HARTLAND MEADOWS,0.0,0.0,617.0,0.0,617.0,617.0,complete,False
MI0040655   ,NP CREEK VALLEY NORTH,0.0,0.0,63.0,0.0,63.0,63.0,complete,False
MI0040656   ,COUNTRY MANOR,0.0,0.0,78.0,0.0,78.0,78.0,complete,False
MI0040657   ,NORTHVILLE CROSSING,0.0,0.0,756.0,,756.0,756.0,incomplete,False
MI0040658   ,TYRONE WOODS,,,403.0,,403.0,403.0,incomplete,False
MI0040660   ,HUNTERS GLEN,0.0,0.0,425.0,0.0,425.0,425.0,complete,False
MI0040662   ,SUNSET RIDGE MHC,0.0,0.0,455.0,0.0,455.0,455.0,complete,False
MI0040663   ,RIVER RIDGE - SALINE,0.0,0.0,288.0,0.0,288.0,288.0,complete,False
MI0040664   ,APPLE GROVE ESTATES,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0040665   ,HOLLY HILLS MHC,0.0,0.0,313.0,0.0,313.0,313.0,complete,False
MI0040668   ,APPLEWOOD,,,31.0,,31.0,31.0,incomplete,False
MI0040669   ,WOODLAND RIDGE,0.0,0.0,544.0,0.0,544.0,544.0,complete,False
MI0040670   ,PINE LAKES MANUFACTURED HOMES,0.0,0.0,184.0,0.0,184.0,184.0,complete,False
MI0040671   ,RIDGEWOOD MOBILE HOME PARK INC,0.0,0.0,455.0,0.0,455.0,455.0,complete,False
MI0040672   ,PINE RIVER RIDGE,0.0,0.0,215.0,0.0,215.0,215.0,complete,False
MI0040673   ,WATERS EDGE MH COMMUNITY,0.0,0.0,80.0,0.0,80.0,80.0,complete,False
MI0040675   ,CAPITAL CROSSINGS,0.0,0.0,299.0,0.0,299.0,299.0,complete,False
MI0040678   ,OAKS OF ROCKFORD,0.0,0.0,428.0,0.0,428.0,428.0,complete,False
MI0040679   ,CIDERMILL CROSSINGS,0.0,0.0,621.0,0.0,621.0,621.0,complete,False
MI0040680   ,HEARTHSIDE GROVE MOTOR COACH RESORT,0.0,0.0,197.0,0.0,197.0,197.0,complete,False
MI0040681   ,ALTO MEADOWS,0.0,0.0,95.0,0.0,95.0,95.0,complete,False
MI0040682   ,HIDDEN CREEK ESTATES,0.0,0.0,209.0,0.0,209.0,209.0,complete,False
MI0060085   ,ALAMO COVE NURSING HOME,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0060238   ,NORTH WOODS NURSING CENTER,,,3.0,,3.0,3.0,incomplete,False
MI0060425   ,THORNAPPLE MANOR,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0060640   ,COREWELL HEALTH-BERRIEN CNTR,,,,,,0.0,incomplete,False
MI0060675   ,MEADOW WOODS N/R CENTER,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0060695   ,PLAINWELL PINES H C F,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0060792   ,VILLA AT GREEN LAKE ESTATES,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0060937   ,THE LAURELS OF FULTON,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0061700   ,CURRY HOUSE ASSISTED LIVING CENTER,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0062653   ,GLADWIN NURSING AND REHABILITATION COMMU,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0062658   ,MISSION POINT HEALTHCARE,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0062841   ,MEDILODGE OF STERLING,,,3.0,,,3.0,incomplete,False
MI0062942   ,HALE CREEK MANOR,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0062955   ,MAJESTIC CARE OF FLUSHING,,,,,,0.0,incomplete,False
MI0063476   ,JAMIESON NURSING HOME,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0063477   ,DIMONDALE HEALTH CARE CENTER,0.0,0.0,108.0,0.0,108.0,108.0,complete,False
MI0063635   ,KING NURSING & REHABILITATION COMMUNITY,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0063865   ,LINCOLN HAVEN NURSING & REHABILITATION,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0064067   ,MAPLE VALLEY NURSING HOME,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0064070   ,MAPLEVIEW NURSING HOME,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0064213   ,MEADOWBROOK MED CARE FACILITY,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0064934   ,THE VILLA AT ROSE CITY,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0066355   ,ARGENTINE CARE CENTER,0.0,0.0,0.0,2.0,2.0,2.0,complete,False
MI0066695   ,THE PINES OF GOODRICH,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0066700   ,THE PORCHES,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0067020   ,WEST HICKORY HAVEN,,,1.0,,,1.0,incomplete,False
MI0067101   ,REGENCY AT WHITMORE LAKE,,,125.0,,125.0,125.0,incomplete,False
MI0070017   ,COREWELLHEALTH GR KALAMAZOO,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
