pwsid,supply_name,lead_lines,gpcl_lines,non_lead_lines,unknown_lines,total_lines,calc_total,inventory_status,total_mismatch
MI0001932   ,"EAGLE VILLAGE, INC.",0.0,0.0,7.0,0.0,7.0,7.0,complete,False
MI0001935   ,EAST BAY CHARTER TOWNSHIP,,,1700.0,,1700.0,1700.0,incomplete,False
MI0001950   ,"EASTPOINTE, CITY OF",779.0,0.0,12725.0,0.0,13504.0,13504.0,complete,False
MI0001960   ,EAST GRAND RAPIDS,375.0,58.0,2201.0,1285.0,3919.0,3919.0,complete,False
MI0001970   ,"EAST JORDAN, CITY OF",0.0,200.0,861.0,0.0,1061.0,1061.0,complete,False
MI0001980   ,BREITUNG TWP.-EAST KINGSFORD,203.0,164.0,175.0,0.0,542.0,542.0,complete,False
MI0001990   ,"EAST LANSING, CITY OF",105.0,63.0,3228.0,4971.0,8367.0,8367.0,complete,False
MI0001995   ,EAST LANSING MERIDIAN WATER AUTHORITY,0.0,0.0,0.0,0.0,0.0,0.0,complete,False
MI0002000   ,"PINE KNOLL APARTMENTS, LLC",,,4.0,,4.0,4.0,incomplete,False
MI0002010   ,"EAST TAWAS, CITY OF",0.0,0.0,1395.0,,1395.0,1395.0,incomplete,False
MI0002020   ,"EATON RAPIDS, CITY OF",1469.0,0.0,451.0,446.0,2366.0,2366.0,complete,False
MI0002025   ,EATON GREEN ESTATES SUBDIVISION,0.0,0.0,147.0,0.0,147.0,147.0,complete,False
MI0002030   ,EAU CLAIRE,0.0,0.0,262.0,0.0,262.0,262.0,complete,False
MI0002050   ,ECORSE,1815.0,3.0,1528.0,403.0,3749.0,3749.0,complete,False
MI0002055   ,EDGE 72,0.0,0.0,5.0,0.0,5.0,5.0,complete,False
MI0002070   ,EDMORE,1.0,4.0,157.0,418.0,580.0,580.0,complete,False
MI0002077   ,EDWARDSBURG,0.0,0.0,556.0,0.0,556.0,556.0,complete,False
MI0002079   ,EL RANCHO ALANSON,0.0,0.0,139.0,0.0,139.0,139.0,complete,False
MI0002080   ,"ELBERTA, VILLAGE OF",0.0,35.0,154.0,44.0,233.0,233.0,complete,False
MI0002090   ,"ELK RAPIDS, VILLAGE OF",0.0,10.0,1111.0,0.0,1121.0,1121.0,complete,False
MI0002100   ,"ELKTON, VILLAGE OF",0.0,1.0,375.0,0.0,376.0,376.0,complete,False
MI0002110   ,"ELLSWORTH, VILLAGE OF",0.0,0.0,235.0,0.0,235.0,235.0,complete,False
MI0002115   ,ELMWOOD TOWNSHIP,,,70.0,,70.0,70.0,incomplete,False
MI0002120   ,"ELSIE, VILLAGE OF",0.0,0.0,383.0,49.0,432.0,432.0,complete,False
MI0002124   ,EMERY PINES,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0002125   ,EMMETT TOWNSHIP,0.0,7.0,907.0,0.0,914.0,914.0,complete,False
MI0002130   ,"EMPIRE, VILLAGE OF",0.0,0.0,286.0,92.0,378.0,378.0,complete,False
MI0002145   ,MACK. CO. HOUSING-ENGADINE,,,,,,0.0,incomplete,False
MI0002170   ,ESCANABA,3572.0,322.0,1486.0,0.0,5380.0,5380.0,complete,False
MI0002180   ,"ESSEXVILLE, CITY OF",0.0,0.0,1415.0,125.0,1540.0,1540.0,complete,False
MI0002190   ,"EVART, CITY OF",156.0,286.0,232.0,0.0,674.0,674.0,complete,False
MI0002195   ,LANTERN BAY TREATMENT CENTER,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0002200   ,MCMILLAN TOWNSHIP,0.0,0.0,129.0,28.0,157.0,157.0,complete,False
MI0002212   ,FAIRFIELD TOWNSHIP,0.0,0.0,260.0,0.0,260.0,260.0,complete,False
MI0002215   ,FAIRWAY LAKE CONDOMINIUMS,0.0,0.0,11.0,0.0,11.0,11.0,complete,False
MI0002230   ,"FARMINGTON, CITY OF",0.0,20.0,3368.0,31.0,3419.0,3419.0,complete,False
MI0002240   ,"FARMINGTON HILLS, CITY OF",0.0,0.0,23250.0,0.0,23250.0,23250.0,complete,False
MI0002250   ,"FARWELL, VILLAGE OF",0.0,114.0,234.0,,348.0,348.0,incomplete,False
MI0002260   ,FENNVILLE,53.0,39.0,573.0,0.0,665.0,665.0,complete,False
MI0002270   ,"FENTON, CITY OF",0.0,302.0,3511.0,183.0,3996.0,3996.0,complete,False
MI0002273   ,FENTON HARBOR CONDOMINIUMS,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0002274   ,CREEKSIDE AT FENTON HEIGHTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0002277   ,LAKE PARK VILLAGE CONDOMINIUMS,0.0,0.0,110.0,0.0,110.0,110.0,complete,False
MI0002280   ,FERNDALE,595.0,72.0,3145.0,6143.0,9955.0,9955.0,complete,False
MI0002285   ,FERRYSBURG,0.0,0.0,1546.0,0.0,1546.0,1546.0,complete,False
MI0002287   ,FIFE LAKE TOWNHOUSES,0.0,0.0,3.0,0.0,3.0,3.0,complete,False
MI0002290   ,FILER CHARTER TOWNSHIP,0.0,0.0,418.0,0.0,418.0,418.0,complete,False
MI0002291   ,FILLMORE TOWNSHIP,,,29.0,,29.0,29.0,incomplete,False
MI0002292   ,EASTERN MICHIGAN NAZARENE DISTRICT CENTE,,,,,,0.0,incomplete,False
MI0002300   ,FLAT ROCK,178.0,0.0,2807.0,12.0,2997.0,2997.0,complete,False
MI0002310   ,"FLINT, CITY OF",722.0,120.0,31914.0,3283.0,36039.0,36039.0,complete,False
MI0002340   ,"FLUSHING, CITY OF",0.0,5.0,3305.0,0.0,3310.0,3310.0,complete,False
MI0002347   ,FONDA LAKE WATER AUTHORITY,0.0,0.0,581.0,0.0,581.0,581.0,complete,False
MI0002350   ,FORD RIVER TOWNSHIP,109.0,2.0,90.0,0.0,201.0,201.0,complete,False
MI0002356   ,FORESTER TOWNSHIP,0.0,0.0,538.0,0.0,538.0,538.0,complete,False
MI0002360   ,FORESTVILLE VILLAGE OF,0.0,0.0,503.0,0.0,503.0,503.0,complete,False
MI0002370   ,FORSYTH TOWNSHIP,0.0,104.0,605.0,123.0,832.0,832.0,complete,False
MI0002385   ,FORT GRATIOT TOWNSHIP,0.0,0.0,4274.0,0.0,4274.0,4274.0,complete,False
MI0002390   ,"FOWLER, VILLAGE OF",0.0,0.0,563.0,0.0,563.0,563.0,complete,False
MI0002400   ,"FOWLERVILLE, VILLAGE OF",0.0,,636.0,162.0,798.0,798.0,incomplete,False
MI0002403   ,FOXFIELD APARTMENTS,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0002410   ,FRANKENLUST TOWNSHIP,0.0,0.0,1304.0,0.0,1304.0,1304.0,complete,False
MI0002420   ,"FRANKENMUTH, CITY OF",,,2117.0,,2117.0,2117.0,incomplete,False
MI0002425   ,FRANKENMUTH TOWNSHIP,0.0,0.0,493.0,0.0,493.0,493.0,complete,False
MI0002430   ,"FRANKFORT, CITY OF",273.0,3.0,607.0,0.0,883.0,883.0,complete,False
MI0002440   ,FRANKLIN KNOLLS SUBDIVISION,0.0,0.0,157.0,0.0,157.0,157.0,complete,False
MI0002450   ,BRIARCLIFF HOMEOWNERS ASSN,0.0,0.0,193.0,0.0,193.0,193.0,complete,False
MI0002460   ,"FRASER, CITY OF",0.0,0.0,5203.0,159.0,5362.0,5362.0,complete,False
MI0002465   ,FRASER TOWNSHIP,0.0,0.0,537.0,0.0,537.0,537.0,complete,False
MI0002470   ,TITTABAWASSEE TOWNSHIP,0.0,0.0,2846.0,0.0,2846.0,2846.0,complete,False
MI0002480   ,FREEPORT,0.0,51.0,127.0,5.0,183.0,183.0,complete,False
MI0002490   ,FREMONT,0.0,39.0,1504.0,0.0,1543.0,1543.0,complete,False
MI0002500   ,FRENCHTOWN TOWNSHIP,0.0,0.0,6534.0,0.0,6534.0,6534.0,complete,False
MI0002507   ,FRUITPORT TOWNSHIP,0.0,0.0,4721.0,0.0,4721.0,4721.0,complete,False
MI0002510   ,GAASTRA,7.0,14.0,117.0,44.0,182.0,182.0,complete,False
MI0002520   ,"GAGETOWN, VILLAGE OF",18.0,22.0,131.0,0.0,171.0,171.0,complete,False
MI0002530   ,GALESBURG,9.0,23.0,778.0,0.0,810.0,810.0,complete,False
MI0002540   ,GARDEN,0.0,0.0,61.0,89.0,150.0,150.0,complete,False
MI0002550   ,GARDEN CITY,315.0,0.0,10740.0,577.0,11632.0,11632.0,complete,False
MI0002565   ,GARFIELD CHARTER TOWNSHIP,,,3101.0,,3101.0,3101.0,incomplete,False
MI0002568   ,GARLAND RESORT,0.0,0.0,7.0,0.0,7.0,7.0,complete,False
MI0002590   ,SHERMAN TOWNSHIP,0.0,0.0,0.0,60.0,60.0,60.0,complete,False
MI0002600   ,"GAYLORD, CITY OF",176.0,166.0,1117.0,413.0,1872.0,1872.0,complete,False
MI0002615   ,GENESEE COUNTY WATER SYSTEM,0.0,0.0,18693.0,0.0,18693.0,18693.0,complete,False
MI0002617   ,GENESEE TOWNSHIP,,,1912.0,,1912.0,1912.0,incomplete,False
MI0002619   ,PRENTIS ESTATES APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0002620   ,GEORGETOWN TOWNSHIP,0.0,0.0,15416.0,0.0,15416.0,15416.0,complete,False
MI0002625   ,GERMFASK TOWNSHIP,0.0,0.0,86.0,0.0,86.0,86.0,complete,False
MI0002630   ,GIBRALTAR,23.0,2.0,1186.0,0.0,1211.0,1211.0,complete,False
MI0002640   ,GLADSTONE,318.0,15.0,1826.0,0.0,2159.0,2159.0,complete,False
MI0002650   ,"GLADWIN, CITY OF",0.0,0.0,1208.0,8.0,1216.0,1216.0,complete,False
MI0002654   ,GLEN DEVON CONDOMINIUMS,0.0,0.0,20.0,0.0,20.0,20.0,complete,False
MI0002655   ,GLENN HAVEN SHORES,0.0,0.0,57.0,0.0,57.0,57.0,complete,False
MI0002656   ,GLEN MEADOWS CONDOMINIUMS,0.0,0.0,71.0,0.0,71.0,71.0,complete,False
MI0002657   ,GLEN OAKS COMMUNITY COLLEGE,,,2.0,,2.0,2.0,incomplete,False
MI0002659   ,GLENNWOODS SUBDIVISION,0.0,0.0,34.0,0.0,34.0,34.0,complete,False
MI0002680   ,GOBLES,0.0,0.0,294.0,0.0,294.0,294.0,complete,False
MI0002685   ,GOGEBIC RANGE WATER AUTH,0.0,0.0,76.0,0.0,76.0,76.0,complete,False
MI0002730   ,GRAND BEACH,0.0,0.0,479.0,0.0,479.0,479.0,complete,False
MI0002740   ,"GRAND BLANC, CITY OF",0.0,0.0,3184.0,0.0,3184.0,3184.0,complete,False
MI0002745   ,CHARTER TOWNSHIP OF GRAND BLANC,,,5225.0,2216.0,7441.0,7441.0,incomplete,False
MI0002750   ,GRAND HAVEN,1223.0,130.0,3121.0,0.0,4474.0,4474.0,complete,False
MI0002760   ,GRAND HAVEN TOWNSHIP,1422.0,116.0,3225.0,0.0,4763.0,4763.0,complete,False
MI0002770   ,"GRAND LEDGE, CITY OF",4.0,10.0,2967.0,0.0,2981.0,2981.0,complete,False
MI0002780   ,BURT TOWNSHIP,0.0,0.0,324.0,0.0,324.0,324.0,complete,False
MI0002785   ,GRAND POINTE SUBDIVISION,0.0,0.0,93.0,0.0,93.0,93.0,complete,False
MI0002790   ,GRAND RAPIDS,19430.0,0.0,60142.0,394.0,79963.0,79966.0,complete,True
MI0002805   ,GRAND TRAVERSE CONDOMINIUMS,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0002809   ,GRAND VALLEY ESTATES,0.0,0.0,104.0,0.0,104.0,104.0,complete,False
MI0002820   ,GRANDVILLE,0.0,100.0,5347.0,0.0,5447.0,5447.0,complete,False
MI0002823   ,GRANT,0.0,0.0,337.0,0.0,337.0,337.0,complete,False
MI0002830   ,GRASS LAKE,0.0,0.0,394.0,242.0,636.0,636.0,complete,False
MI0002836   ,GRATIOT AREA WATER AUTHORITY,0.0,0.0,0.0,0.0,0.0,0.0,complete,False
MI0002837   ,GREENFIELD ESTATES,,,23.0,,23.0,23.0,incomplete,False
MI0002838   ,GREAT LAKES WATER AUTHORITY,,,,,,0.0,incomplete,False
MI0002839   ,GREAT LAKES ADVENTIST ACADEMY,0.0,0.0,26.0,0.0,26.0,26.0,complete,False
MI0002840   ,"GRAYLING, CITY OF",,243.0,503.0,,746.0,746.0,incomplete,False
MI0002843   ,GREEN LAKE TOWNSHIP,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0002845   ,GREGG APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0002846   ,GREENFIELD POINTE SUBDIVISION,0.0,0.0,98.0,0.0,98.0,98.0,complete,False
MI0002847   ,GREENS LAKE APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0002850   ,GREENVILLE,20.0,1627.0,1389.0,0.0,3036.0,3036.0,complete,False
MI0002860   ,ELY TOWNSHIP-GREENWOOD,0.0,0.0,109.0,0.0,109.0,109.0,complete,False
MI0002870   ,GROSSE ILE TOWNSHIP,28.0,0.0,4004.0,0.0,4032.0,4032.0,complete,False
MI0002880   ,"GROSSE POINTE, CITY OF",113.0,5.0,868.0,1199.0,2185.0,2185.0,complete,False
MI0002890   ,GROSSE POINTE FARMS,244.0,0.0,3815.0,0.0,4059.0,4059.0,complete,False
MI0002900   ,GROSSE POINTE PARK,1999.0,1.0,2171.0,13.0,4184.0,4184.0,complete,False
MI0002910   ,GROSSE POINTE SHORES,1.0,0.0,429.0,689.0,1119.0,1119.0,complete,False
MI0002920   ,GROSSE POINTE WOODS,69.0,35.0,322.0,6448.0,6874.0,6874.0,complete,False
MI0002925   ,LAKE DOSTER,,,423.0,,423.0,423.0,incomplete,False
MI0002926   ,GUN PLAIN TOWNSHIP,,,145.0,,145.0,145.0,incomplete,False
MI0002940   ,STAMBAUGH TWP - HAGERMAN LAKE,0.0,0.0,77.0,100.0,177.0,177.0,complete,False
MI0002943   ,HALE HOMESTEAD APARTMENTS,,,,,,0.0,incomplete,False
MI0002944   ,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,0.0,0.0,44.0,45.0,89.0,89.0,complete,False
MI0002945   ,HAMLET WEST PROPERTY OWNERS ASSOC,0.0,0.0,0.0,76.0,76.0,76.0,complete,False
MI0002960   ,HAMPTON TOWNSHIP,48.0,10.0,3587.0,0.0,3645.0,3645.0,complete,False
MI0002970   ,HAMTRAMCK,793.0,41.0,840.0,4551.0,6225.0,6225.0,complete,False
MI0002980   ,HANCOCK,0.0,0.0,1430.0,412.0,1842.0,1842.0,complete,False
MI0002982   ,HANDY TOWNSHIP - RED CEDARS CROSSING,0.0,0.0,460.0,0.0,460.0,460.0,complete,False
MI0003000   ,"HARBOR BEACH, CITY OF",0.0,9.0,148.0,656.0,813.0,813.0,complete,False
MI0003001   ,HARBOR COVE APARTMENTS,0.0,0.0,12.0,0.0,12.0,12.0,complete,False
MI0003005   ,HARBOR HILLS SUBDIVISION ASSOCIATION,0.0,0.0,15.0,10.0,25.0,25.0,complete,False
MI0003010   ,"HARBOR SPRINGS, CITY OF",,0.0,1343.0,0.0,1343.0,1343.0,incomplete,False
MI0003015   ,HARBOR SPRINGS AREA AUTHORITY,0.0,0.0,22.0,0.0,22.0,22.0,complete,False
MI0003018   ,HARING CHARTER TOWNSHIP,0.0,0.0,349.0,0.0,349.0,349.0,complete,False
MI0003020   ,HARPER WOODS,152.0,720.0,4001.0,1597.0,6470.0,6470.0,complete,False
MI0003030   ,"HARRISON, CITY OF",0.0,114.0,636.0,45.0,795.0,795.0,complete,False
MI0003040   ,HARRISON TOWNSHIP,0.0,0.0,8790.0,0.0,8790.0,8790.0,complete,False
MI0003050   ,"HARRISVILLE, CITY OF",2.0,87.0,261.0,0.0,350.0,350.0,complete,False
MI0003060   ,HART,438.0,250.0,218.0,0.0,906.0,906.0,complete,False
MI0003070   ,HARTFORD,283.0,340.0,282.0,,905.0,905.0,incomplete,False
MI0003073   ,HARTLAND HILLS CONDOMINIUMS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003075   ,HARTLAND TOWNSHIP,0.0,0.0,505.0,0.0,505.0,505.0,complete,False
MI0003080   ,HARVEST HILLS SUBDIVISION ASSO,0.0,0.0,85.0,0.0,85.0,85.0,complete,False
MI0003090   ,HASTINGS,783.0,767.0,1113.0,0.0,2663.0,2663.0,complete,False
MI0003100   ,HAZEL PARK,568.0,0.0,4776.0,1718.0,7062.0,7062.0,complete,False
MI0003110   ,HEMLOCK/RICHLAND TOWNSHIP,,0.0,604.0,0.0,604.0,604.0,incomplete,False
MI0003115   ,HEMINGWAY POINTE CLUB OWNERS ASSOCIATION,0.0,0.0,68.0,0.0,68.0,68.0,complete,False
MI0003117   ,HERITAGE APARTMENTS,,,,,,0.0,incomplete,False
MI0003118   ,HERITAGE DRIVE APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0003120   ,HERMANSVILLE HOUSING COMM.,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003130   ,HESPERIA,187.0,46.0,36.0,83.0,410.0,352.0,complete,True
MI0003131   ,HIDDEN GLEN APARTMENTS,,,,,,0.0,incomplete,False
MI0003132   ,HIDDEN HAMLET ASSOCIATION,0.0,0.0,156.0,0.0,156.0,156.0,complete,False
MI0003134   ,HIGHFIELDS YOUTH CAMP,0.0,0.0,9.0,0.0,9.0,9.0,complete,False
MI0003137   ,HIDDEN LAKES OF GREEN OAKS,,,372.0,,372.0,372.0,incomplete,False
MI0003138   ,HIGHLAND HAVEN/WOODSIDE APTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003139   ,HIGHLAND MEADOWVIEW APARTMENTS,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003140   ,HIGHLAND PARK,2828.0,0.0,686.0,0.0,3514.0,3514.0,complete,False
MI0003145   ,LAKESHORE EAST CONDOMINIUMS,0.0,0.0,42.0,0.0,42.0,42.0,complete,False
MI0003160   ,"HILLMAN, VILLAGE OF",0.0,0.0,339.0,0.0,339.0,339.0,complete,False
MI0003165   ,HILLS OF WALLOON ASSOCIATION,0.0,0.0,3.0,30.0,33.0,33.0,complete,False
MI0003170   ,HILLSDALE,211.0,694.0,1677.0,0.0,2582.0,2582.0,complete,False
MI0003175   ,HILLVIEW ESTATES SUBDIVISION,0.0,1.0,2952.0,3492.0,6445.0,6445.0,complete,False
MI0003190   ,HOLLAND BOARD OF PUBLIC WORKS,1728.0,1468.0,14226.0,202.0,17624.0,17624.0,complete,False
MI0003195   ,HOLLAND TOWNSHIP CONSOLIDATED,0.0,0.0,13078.0,0.0,13078.0,13078.0,complete,False
MI0003200   ,"HOLLY, VILLAGE OF",,,,,,0.0,incomplete,False
MI0003215   ,HOLTON COTTAGES,0.0,0.0,18.0,0.0,18.0,18.0,complete,False
MI0003220   ,HOMER,,,,,,0.0,incomplete,False
MI0003223   ,HOMER TOWNSHIP,0.0,0.0,1335.0,0.0,1335.0,1335.0,complete,False
MI0003225   ,HOMESTEAD PINES HOMEOWNERS' ASSOCIATION,0.0,0.0,17.0,0.0,17.0,17.0,complete,False
MI0003228   ,HOPE NETWORK - WEST LAKE- FACILITY,0.0,0.0,12.0,0.0,12.0,12.0,complete,False
MI0003229   ,HORTON BAY CLUB,0.0,0.0,30.0,0.0,30.0,30.0,complete,False
MI0003230   ,HOUGHTON,0.0,0.0,1843.0,0.0,1843.0,1843.0,complete,False
MI0003235   ,HOUGHTON CO MEMORIAL AIRPORT,0.0,0.0,50.0,0.0,50.0,50.0,complete,False
MI0003237   ,HOUGHTON HEIGHTS MANOR,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0003238   ,HOUGHTON LAKE TIMBER APTS.,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003240   ,HOWARD CITY,334.0,,288.0,,622.0,622.0,incomplete,False
MI0003250   ,"HOWELL, CITY OF",7.0,63.0,1356.0,1485.0,2911.0,2911.0,complete,False
MI0003270   ,TORCH LAKE TOWNSHIP,0.0,40.0,91.0,158.0,289.0,289.0,complete,False
MI0003280   ,HUDSON,30.0,25.0,169.0,760.0,984.0,984.0,complete,False
MI0003290   ,HUDSONVILLE,0.0,0.0,2306.0,0.0,2306.0,2306.0,complete,False
MI0003310   ,HUNTINGTON WOODS,0.0,0.0,2499.0,0.0,2499.0,2499.0,complete,False
MI0003312   ,HIGHLAND TOWNSHIP,0.0,0.0,1194.0,0.0,1194.0,1194.0,complete,False
MI0003315   ,HURON DUNES SUBDIVISION,0.0,0.0,68.0,0.0,68.0,68.0,complete,False
MI0003317   ,HURON REGIONAL WATER AUTHORITY,,,,,0.0,0.0,incomplete,False
MI0003319   ,HURON SHORE REGIONAL UTILITY AUTHORITY,,,,,0.0,0.0,incomplete,False
MI0003320   ,HURON TWP,,5053.0,,,5053.0,5053.0,incomplete,False
MI0003323   ,HURON TOWNSHIP,0.0,0.0,259.0,0.0,259.0,259.0,complete,False
MI0003330   ,PORTAGE TOWNSHIP,0.0,0.0,274.0,269.0,543.0,543.0,complete,False
MI0003340   ,"IMLAY CITY, CITY OF",20.0,11.0,939.0,185.0,1155.0,1155.0,complete,False
MI0003342   ,INDEPENDENCE TOWNSHIP,0.0,1.0,2952.0,3492.0,6445.0,6445.0,complete,False
MI0003350   ,STAMBAUGH TOWNSHIP-INDIAN LAKE,0.0,0.0,52.0,104.0,156.0,156.0,complete,False
MI0003360   ,INKSTER,199.0,77.0,6512.0,1792.0,8580.0,8580.0,complete,False
MI0003362   ,INLAND HOUSE CONDOMINIUM ASSOCIATION,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003365   ,INTERLOCHEN CENTER FOR THE ARTS,0.0,0.0,189.0,0.0,189.0,189.0,complete,False
MI0003370   ,IONIA,0.0,139.0,811.0,1850.0,2800.0,2800.0,complete,False
MI0003390   ,IRA TOWNSHIP,2.0,1.0,1396.0,,1399.0,1399.0,incomplete,False
MI0003400   ,IRON MOUNTAIN,923.0,307.0,2313.0,31.0,3574.0,3574.0,complete,False
MI0003410   ,IRON RIVER,0.0,0.0,1636.0,0.0,1636.0,1636.0,complete,False
MI0003420   ,IRONWOOD,25.0,144.0,2174.0,664.0,3007.0,3007.0,complete,False
MI0003430   ,IRONWOOD TOWNSHIP,0.0,20.0,383.0,7.0,372.0,410.0,complete,True
MI0003435   ,LAKE ISABELLA WATER DIST. #1,0.0,0.0,32.0,86.0,118.0,118.0,complete,False
MI0003440   ,ISHPEMING,0.0,7.0,344.0,2198.0,2549.0,2549.0,complete,False
MI0003450   ,ISHPEMING TWP - WEST,126.0,6.0,725.0,68.0,925.0,925.0,complete,False
MI0003452   ,ISLANDVIEW HOME OWNERS ASSOCIATION,0.0,0.0,19.0,,19.0,19.0,incomplete,False
MI0003460   ,"ITHACA, CITY OF",0.0,38.0,1102.0,,1140.0,1140.0,incomplete,False
MI0003470   ,JACKSON,7840.0,1.0,1292.0,3360.0,12493.0,12493.0,complete,False
MI0003474   ,JAMESTOWN TOWNSHIP,0.0,0.0,1189.0,0.0,1189.0,1189.0,complete,False
MI0003475   ,JAMES TOWNSHIP,0.0,0.0,842.0,0.0,842.0,842.0,complete,False
MI0003490   ,JONESVILLE,0.0,230.0,444.0,204.0,878.0,878.0,complete,False
MI0003505   ,JUNIPER HILLS CONDOMINIUMS,0.0,0.0,4.0,0.0,4.0,4.0,complete,False
MI0003510   ,K I SAWYER,3.0,0.0,789.0,0.0,792.0,792.0,complete,False
MI0003520   ,KALAMAZOO,4328.0,286.0,42326.0,0.0,46940.0,46940.0,complete,False
MI0003525   ,KALAMAZOO LAKE SEWER & WATER AUTHORITY,0.0,0.0,61.0,0.0,61.0,61.0,complete,False
MI0003545   ,KALCHIK ESTATES,,,52.0,,52.0,52.0,incomplete,False
MI0003550   ,"KALEVA, VILLAGE OF",1.0,53.0,65.0,149.0,268.0,268.0,complete,False
MI0003560   ,"KALKASKA, VILLAGE OF",0.0,629.0,243.0,0.0,872.0,872.0,complete,False
MI0003563   ,KAREGNONDI WATER AUTHORITY,0.0,0.0,0.0,0.0,0.0,0.0,complete,False
MI0003565   ,KAWKAWLIN TOWNSHIP,0.0,0.0,1295.0,0.0,1295.0,1295.0,complete,False
MI0003570   ,KAWKAWLIN METRO DIST WATER SUP,,,428.0,,428.0,428.0,incomplete,False
MI0003595   ,"KEEGO HARBOR, CITY OF",0.0,0.0,1049.0,0.0,1049.0,1049.0,complete,False
MI0003598   ,KELLOGG BIOLOGICAL STATION,,,10.0,,10.0,10.0,incomplete,False
MI0003615   ,KENT RIDGE APARTMENTS,0.0,0.0,2.0,0.0,2.0,2.0,complete,False
MI0003620   ,KENTWOOD,0.0,0.0,8488.0,0.0,8488.0,8488.0,complete,False
MI0003628   ,KIMBALL TOWNSHIP,,0.0,,,,0.0,incomplete,False
MI0003630   ,KINROSS TOWNSHIP,0.0,0.0,1008.0,0.0,1008.0,1008.0,complete,False
MI0003640   ,KINGSFORD,1262.0,162.0,1030.0,0.0,2454.0,2454.0,complete,False
MI0003650   ,"KINGSLEY, VILLAGE OF",0.0,0.0,640.0,0.0,640.0,640.0,complete,False
MI0003660   ,"KINGSTON, VILLAGE OF",0.0,0.0,21.0,163.0,184.0,184.0,complete,False
MI0003666   ,KNORRWOOD KNOLLS SUBDIVISION,0.0,0.0,75.0,0.0,75.0,75.0,complete,False
MI0003667   ,KOCHVILLE TOWNSHIP,0.0,0.0,850.0,0.0,850.0,850.0,complete,False
MI0003670   ,L'ANSE,0.0,0.0,1145.0,0.0,1145.0,1145.0,complete,False
MI0003685   ,L'ARBRE CROCHE CLUB,0.0,0.0,8.0,104.0,112.0,112.0,complete,False
MI0003690   ,LAGUNA VISTA SUBDIVISION,0.0,0.0,200.0,0.0,200.0,200.0,complete,False
MI0003691   ,LAKE ANGELA CONDO APTS #3,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003692   ,LAKE ARROWHEAD ESTATES,0.0,0.0,66.0,0.0,66.0,66.0,complete,False
MI0003693   ,LAKE ANGELA CONDO APTS #5,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003694   ,LAKE ANGELA CONDO APTS #4,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003695   ,LAKE BELLA VISTA,0.0,0.0,1255.0,0.0,1255.0,1255.0,complete,False
MI0003696   ,LAKE ANGELA CONDO APTS #6,0.0,0.0,1.0,0.0,1.0,1.0,complete,False
MI0003700   ,"LAKE CITY, CITY OF",189.0,56.0,260.0,,505.0,505.0,incomplete,False
MI0003720   ,LAKE LINDEN,0.0,,143.0,435.0,578.0,578.0,incomplete,False
MI0003726   ,SOUTHWEST MICHIGAN REGIONAL SANITARY SEW,2.0,18.0,5581.0,7864.0,13465.0,13465.0,complete,False
MI0003730   ,LAKE ODESSA,0.0,0.0,875.0,0.0,875.0,875.0,complete,False
MI0003737   ,LAKE POINTE CONDOMINIUMS,0.0,0.0,6.0,0.0,6.0,6.0,complete,False
MI0003740   ,"LAKE ORION, VILLAGE OF",33.0,27.0,1340.0,,1400.0,1400.0,incomplete,False
MI0003741   ,LAKE CHARTER TOWNSHIP,0.0,0.0,1724.0,0.0,1724.0,1724.0,complete,False
MI0003742   ,LAKESIDE ESTATES SUBDIVISION,,0.0,52.0,0.0,52.0,52.0,incomplete,False
MI0003744   ,LAKESIDE CLUB CONDOMINIUMS,0.0,0.0,14.0,0.0,14.0,14.0,complete,False
MI0003747   ,LAKETOWN TOWNSHIP,,,,,,0.0,incomplete,False
MI0003749   ,SPRINGS/PORTSMOUTH APARTMENTS,0.0,0.0,17.0,,17.0,17.0,incomplete,False
MI0003750   ,LAKEVIEW,20.0,88.0,345.0,0.0,453.0,453.0,complete,False
