pwsid,system_name,county,population,monitoring_end_date,lead_90th_ppb,includes_5th_liter_or_not,sampling_next_due_subject_to_change,year,month
MI0000795,"BLUE WATER VILLAGE WELL SITE, LLC",EATON,94.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000795,"BLUE WATER VILLAGE WELL SITE, LLC",EATON,94.0,2019-12-31,3.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0000795,"BLUE WATER VILLAGE WELL SITE, LLC",EATON,114.0,2022-12-31,1.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3176.0,2016-12-31,5.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3176.0,2019-12-31,3.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3176.0,2020-12-31,2.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3024.0,2021-12-31,3.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3024.0,2022-12-31,3.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000798,BLUMFIELD-REESE WATER AUTH.,SAGINAW,3024.0,2023-12-31,3.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0040247,BOERMAN MOBILE VILLAGE,KALAMAZOO,150.0,2017-12-31,4.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040247,BOERMAN MOBILE VILLAGE,KALAMAZOO,150.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0000799,BOYNAIRE LANDOWNERS ASSOCIATION,EMMET,54.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000799,BOYNAIRE LANDOWNERS ASSOCIATION,EMMET,54.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000800,"BOYNE CITY, CITY OF",CHARLEVOIX,3735.0,2018-12-31,6.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000800,"BOYNE CITY, CITY OF",CHARLEVOIX,3735.0,2021-12-31,3.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000810,"BOYNE FALLS, VILLAGE OF",CHARLEVOIX,370.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000810,"BOYNE FALLS, VILLAGE OF",CHARLEVOIX,370.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0000810,"BOYNE FALLS, VILLAGE OF",CHARLEVOIX,370.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0000813,BOYNE HIGHLANDS RESORT,EMMET,450.0,2018-12-31,10.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000813,BOYNE HIGHLANDS RESORT,EMMET,450.0,2021-12-31,9.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000815,BOYNE MOUNTAIN RESORT,CHARLEVOIX,950.0,2017-12-31,8.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0000815,BOYNE MOUNTAIN RESORT,CHARLEVOIX,950.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0000815,BOYNE MOUNTAIN RESORT,CHARLEVOIX,950.0,2023-12-31,26.0,N,2024-06-30 00:00:00,2023.0,12.0
MI0000815,BOYNE MOUNTAIN RESORT,CHARLEVOIX,950.0,2024-06-30,7.0,N,2024-12-31 00:00:00,2024.0,6.0
MI0000820,"BRECKENRIDGE, VILLAGE OF",GRATIOT,1339.0,2018-12-31,3.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000820,"BRECKENRIDGE, VILLAGE OF",GRATIOT,1339.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001980,BREITUNG TWP.-EAST KINGSFORD,DICKINSON,1200.0,2019-06-30,3.0,Y,2019-12-31 00:00:00,2019.0,6.0
MI0001980,BREITUNG TWP.-EAST KINGSFORD,DICKINSON,1200.0,2019-12-31,3.0,Y,2020-06-30 00:00:00,2019.0,12.0
MI0001980,BREITUNG TWP.-EAST KINGSFORD,DICKINSON,1200.0,2020-06-30,3.0,Y,2020-12-31 00:00:00,2020.0,6.0
MI0001980,BREITUNG TWP.-EAST KINGSFORD,DICKINSON,1200.0,2023-12-31,2.0,Y,2026-09-30 00:00:00,2023.0,12.0
MI0002450,BRIARCLIFF HOMEOWNERS ASSN,OAKLAND,483.0,2018-12-31,2.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0002450,BRIARCLIFF HOMEOWNERS ASSN,OAKLAND,483.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10514.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10514.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10514.0,2020-12-31,2.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10104.0,2021-12-31,2.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10104.0,2022-12-31,2.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000840,BRIDGEPORT TOWNSHIP,SAGINAW,10104.0,2023-12-31,4.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0000850,BRIDGMAN,BERRIEN,2291.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000850,BRIDGMAN,BERRIEN,2291.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,7636.0,2018-12-31,1.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,7636.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,7636.0,2020-12-31,1.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,7636.0,2021-12-31,1.0,N,2022-06-30 00:00:00,2021.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,7636.0,2022-06-30,1.0,N,2022-12-31 00:00:00,2022.0,6.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,9200.0,2023-06-30,1.0,N,2023-12-31 00:00:00,2023.0,6.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,9200.0,2023-12-31,2.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0000860,"BRIGHTON, CITY OF",LIVINGSTON,9200.0,2022-12-31,1.0,N,2023-06-30 00:00:00,2022.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2018-12-31,17.0,N,2019-06-30 00:00:00,2018.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2019-06-30,5.0,N,2019-12-31 00:00:00,2019.0,6.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2019-12-31,6.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2020-12-31,1.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2021-12-31,5.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2022-12-31,5.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000877,BRILEY TOWNSHIP,MONTMORENCY,435.0,2023-12-31,2.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0000890,BRITTON,LENAWEE,611.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000890,BRITTON,LENAWEE,611.0,2021-12-31,2.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0000890,BRITTON,LENAWEE,611.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000910,BRONSON,BRANCH,2421.0,2018-12-31,0.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000910,BRONSON,BRANCH,2421.0,2021-12-31,0.0,Y,2024-09-30 00:00:00,2021.0,12.0
MI0000894,BROOK OF HOUGHTON LAKE,ROSCOMMON,105.0,2017-12-31,2.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0000894,BROOK OF HOUGHTON LAKE,ROSCOMMON,105.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0000894,BROOK OF HOUGHTON LAKE,ROSCOMMON,105.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0000045,BROOKDALE ADRIAN,LENAWEE,115.0,2016-12-31,13.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000045,BROOKDALE ADRIAN,LENAWEE,115.0,2019-12-31,1.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0000045,BROOKDALE ADRIAN,LENAWEE,115.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0005993,BROOKDALE APARTMENTS,OAKLAND,100.0,2018-12-31,8.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000920,BROOKLYN,JACKSON,1206.0,2018-12-31,4.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000920,BROOKLYN,JACKSON,1206.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040218,BROOMFIELD VALLEY,ISABELLA,212.0,2017-12-31,3.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040218,BROOMFIELD VALLEY,ISABELLA,212.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040218,BROOMFIELD VALLEY,ISABELLA,212.0,2023-12-31,6.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0000930,BROWN CITY,SANILAC,1316.0,2018-12-31,3.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000930,BROWN CITY,SANILAC,1316.0,2021-12-31,3.0,Y,2024-09-30 00:00:00,2021.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,30627.0,2017-12-31,3.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,30627.0,2019-12-31,0.0,Y,2020-09-30 00:00:00,2019.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,30627.0,2020-12-31,0.0,Y,2021-09-30 00:00:00,2020.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,30627.0,2021-12-31,2.0,Y,2022-09-30 00:00:00,2021.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,33194.0,2022-12-31,0.0,Y,2023-09-30 00:00:00,2022.0,12.0
MI0000940,BROWNSTOWN TOWNSHIP,WAYNE,33194.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0000951,BRUCE TOWNSHIP,MACOMB,45.0,2017-12-31,3.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0000951,BRUCE TOWNSHIP,MACOMB,45.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000951,BRUCE TOWNSHIP,MACOMB,115.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000951,BRUCE TOWNSHIP,MACOMB,115.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0000960,BUCHANAN,BERRIEN,4871.0,2017-12-31,4.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0000960,BUCHANAN,BERRIEN,4871.0,2020-12-31,3.0,Y,2023-09-30 00:00:00,2020.0,12.0
MI0000960,BUCHANAN,BERRIEN,4871.0,2023-12-31,1.0,Y,2026-09-30 00:00:00,2023.0,12.0
MI0000970,"BUCKLEY, VILLAGE OF",WEXFORD,529.0,2018-12-31,10.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0000970,"BUCKLEY, VILLAGE OF",WEXFORD,529.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040615,BUEL HILL MOBILE HOME PARK,SANILAC,174.0,2016-12-31,3.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040615,BUEL HILL MOBILE HOME PARK,SANILAC,174.0,2019-12-31,4.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0040051,BUENA VISTA ESTATES,BENZIE,79.0,2017-12-31,6.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040051,BUENA VISTA ESTATES,BENZIE,79.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040051,BUENA VISTA ESTATES,BENZIE,79.0,2023-12-31,1.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2016-12-31,2.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2019-12-31,3.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2020-12-31,2.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2021-12-31,3.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2022-12-31,3.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0000980,BUENA VISTA TOWNSHIP,SAGINAW,8676.0,2023-12-31,3.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001000,BURR OAK,ST JOSEPH,828.0,2018-12-31,2.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0001000,BURR OAK,ST JOSEPH,828.0,2019-12-31,4.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001000,BURR OAK,ST JOSEPH,828.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001000,BURR OAK,ST JOSEPH,828.0,2021-12-31,1.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001000,BURR OAK,ST. JOSEPH,828.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001000,BURR OAK,ST. JOSEPH,828.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0002780,BURT TOWNSHIP,ALGER,676.0,2016-12-31,4.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0002780,BURT TOWNSHIP,ALGER,676.0,2019-12-31,4.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0002780,BURT TOWNSHIP,ALGER,411.0,2022-12-31,3.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001005,BURT VIEW ASSOCIATION,CHEBOYGAN,42.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001005,BURT VIEW ASSOCIATION,CHEBOYGAN,42.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001005,BURT VIEW ASSOCIATION,CHEBOYGAN,42.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST CLAIR,2900.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST CLAIR,2900.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST CLAIR,2900.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST CLAIR,2900.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST. CLAIR,2900.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001008,BURTCHVILLE TOWNSHIP,ST. CLAIR,2900.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2018-12-31,0.0,N,2019-06-30 00:00:00,2018.0,12.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2019-06-30,0.0,N,2019-12-31 00:00:00,2019.0,6.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2019-12-31,0.0,N,2020-06-30 00:00:00,2019.0,12.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2020-06-30,0.0,N,2020-12-31 00:00:00,2020.0,6.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2021-06-30,0.0,N,2021-12-31 00:00:00,2021.0,6.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001010,"BURTON, CITY OF",GENESEE,21000.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001015,BUTTERCUP SHORES,BENZIE,40.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001015,BUTTERCUP SHORES,BENZIE,40.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001018,BUTTERFIELD WOODS SUBDIVISION,MUSKEGON,65.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001018,BUTTERFIELD WOODS SUBDIVISION,MUSKEGON,65.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001018,BUTTERFIELD WOODS SUBDIVISION,MUSKEGON,65.0,2022-12-31,1.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001019,BYRAM RIDGE,GENESEE,40.0,2018-12-31,0.0,N,2019-09-30 00:00:00,2018.0,12.0
MI0001019,BYRAM RIDGE,GENESEE,40.0,2019-12-31,0.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001019,BYRAM RIDGE,GENESEE,40.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001020,"BYRON, VILLAGE OF",SHIAWASSEE,581.0,2018-12-31,3.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001020,"BYRON, VILLAGE OF",SHIAWASSEE,581.0,2021-12-31,2.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001023,BYRON-GAINES UTILITY AUTHORITY,KENT,37464.0,2016-12-31,2.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001023,BYRON-GAINES UTILITY AUTHORITY,KENT,37464.0,2019-12-31,3.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001023,BYRON-GAINES UTILITY AUTHORITY,KENT,37464.0,2022-12-31,2.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0040093,C & M MOBILE HOME COURT,CASS,70.0,2017-12-31,0.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040093,C & M MOBILE HOME COURT,CASS,70.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040093,C & M MOBILE HOME COURT,CASS,70.0,2023-12-31,0.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0040599,CADGEWITH FARMS,CLINTON,344.0,2018-12-31,4.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040599,CADGEWITH FARMS,CLINTON,344.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001030,"CADILLAC, CITY OF",WEXFORD,10355.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001030,"CADILLAC, CITY OF",WEXFORD,10355.0,2019-12-31,3.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001030,"CADILLAC, CITY OF",WEXFORD,10355.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001037,CALEDONIA ESTATES,KENT,160.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0001037,CALEDONIA ESTATES,KENT,160.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001037,CALEDONIA ESTATES,KENT,160.0,2020-12-31,1.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001037,CALEDONIA ESTATES,KENT,160.0,2023-12-31,5.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2019-12-31,0.0,N,2020-06-30 00:00:00,2019.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2020-06-30,0.0,N,2020-12-31 00:00:00,2020.0,6.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2022-12-31,0.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001039,CALEDONIA TOWNSHIP,KENT,4573.0,2023-12-31,0.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001040,CALUMET,HOUGHTON,726.0,2019-06-30,0.0,N,2019-12-31 00:00:00,2019.0,6.0
MI0001040,CALUMET,HOUGHTON,726.0,2019-12-31,1.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001040,CALUMET,HOUGHTON,726.0,2022-12-31,1.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001046,CALUMET TOWNSHIP,HOUGHTON,50.0,2019-06-30,0.0,N,2019-12-31 00:00:00,2019.0,6.0
MI0001046,CALUMET TOWNSHIP,HOUGHTON,50.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001046,CALUMET TOWNSHIP,HOUGHTON,50.0,2022-12-31,5.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0040068,CAMBRIDGE VILLAGE,BRANCH,80.0,2016-12-31,1.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0040068,CAMBRIDGE VILLAGE,BRANCH,80.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0040068,CAMBRIDGE VILLAGE,BRANCH,80.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0040068,CAMBRIDGE VILLAGE,BRANCH,80.0,2023-12-31,1.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0001050,CAMDEN,HILLSDALE,512.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001050,CAMDEN,HILLSDALE,512.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001052,CAMP ARCADIA / LCA,MANISTEE,400.0,2018-12-31,1.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001052,CAMP ARCADIA / LCA,MANISTEE,400.0,2021-12-31,0.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0040617,CANTERBURY ESTATES MHP,IONIA,350.0,2017-12-31,0.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0040617,CANTERBURY ESTATES MHP,IONIA,350.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0040617,CANTERBURY ESTATES MHP,IONIA,350.0,2023-12-31,4.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2017-12-31,0.0,N,2019-09-30 00:00:00,2017.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2019-12-31,1.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2020-12-31,0.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2021-12-31,0.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2022-12-31,1.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001100,CANTON TOWNSHIP,WAYNE,90173.0,2023-12-31,2.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001110,"CAPAC, VILLAGE OF",ST CLAIR,1775.0,2016-12-31,7.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001110,"CAPAC, VILLAGE OF",ST CLAIR,1775.0,2019-12-31,0.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001110,"CAPAC, VILLAGE OF",ST. CLAIR,1775.0,2022-12-31,2.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0040675,CAPITAL CROSSINGS,CLINTON,50.0,2018-12-31,8.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0040675,CAPITAL CROSSINGS,CLINTON,50.0,2021-12-31,6.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001125,CARNEY-NADEAU WATER & SEWER AUTHORITY,MENOMINEE,200.0,2018-12-31,2.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001125,CARNEY-NADEAU WATER & SEWER AUTHORITY,MENOMINEE,200.0,2021-12-31,3.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001140,CARO CENTER,TUSCOLA,499.0,2017-12-31,0.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0001140,CARO CENTER,TUSCOLA,499.0,2020-12-31,0.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0001140,CARO CENTER,TUSCOLA,499.0,2023-12-31,1.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0001130,"CARO, CITY OF",TUSCOLA,4229.0,2017-12-31,3.0,N,2020-09-30 00:00:00,2017.0,12.0
MI0001130,"CARO, CITY OF",TUSCOLA,4229.0,2020-12-31,2.0,N,2023-09-30 00:00:00,2020.0,12.0
MI0001130,"CARO, CITY OF",TUSCOLA,4229.0,2023-12-31,5.0,N,2026-09-30 00:00:00,2023.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2016-12-31,3.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2019-12-31,3.0,N,2020-09-30 00:00:00,2019.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2020-12-31,2.0,N,2021-09-30 00:00:00,2020.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2021-12-31,3.0,N,2022-09-30 00:00:00,2021.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2022-12-31,2.0,N,2023-09-30 00:00:00,2022.0,12.0
MI0001160,CARROLLTON TOWNSHIP,SAGINAW,6103.0,2023-12-31,3.0,N,2024-09-30 00:00:00,2023.0,12.0
MI0001170,CARSON CITY,MONTCALM,3477.0,2016-12-31,0.0,N,2019-09-30 00:00:00,2016.0,12.0
MI0001170,CARSON CITY,MONTCALM,3477.0,2019-12-31,2.0,N,2022-09-30 00:00:00,2019.0,12.0
MI0001170,CARSON CITY,MONTCALM,3322.0,2022-12-31,0.0,N,2025-09-30 00:00:00,2022.0,12.0
MI0001180,"CARSONVILLE, VILLAGE OF",SANILAC,527.0,2018-12-31,4.0,N,2021-09-30 00:00:00,2018.0,12.0
MI0001180,"CARSONVILLE, VILLAGE OF",SANILAC,527.0,2021-12-31,1.0,N,2024-09-30 00:00:00,2021.0,12.0
MI0001195,CASEVILLE TOWNSHIP,HURON,2005.0,2017-12-31,3.0,N,2020-09-30 00:00:00,2017.0,12.0
